BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
8.061012,0.363636,133,0,133,0,0.25,0,0.166667,0,0,3,3000,130.61272,41.436595,0.181818,12
145.320241,0.636364,530.81,0,530.81,0,0.583333,0,0.5,0,0,7,5500,143.114001,196.881446,0,12
1145.052414,1,115.95,115.95,0,191.654534,0.083333,0.083333,0,0.083333,1,1,1500,1703.004051,374.43666,0.083333,12
869.947607,1,0,0,0,875.275758,0,0,0,0.25,4,0,3000,284.200413,351.686512,0,12
922.615452,1,45.65,45.65,0,0,0.083333,0.083333,0,0,0,1,1700,191.287802,309.777674,0,12
2739.711796,1,847.66,765.8,81.86,1201.188255,1,1,0.583333,0.083333,1,20,7500,3273.326636,718.558976,0,12
3027.570865,1,0,0,0,2081.583331,0,0,0,0.083333,3,0,4500,1074.265678,883.685949,0,12
243.010712,0.363636,0,0,0,1222.166225,0,0,0,0.166667,3,0,12000,196.932031,58.778054,0,12
191.37693,1,510,0,780,0,0.555556,0,0.444444,0,0,7,1000,459.17484,128.231992,0,9
3755.184007,1,3211.86,1420.58,1791.28,0,1,0.75,0.833333,0,0,22,11000,3198.261943,960.856638,0,12
1208.300547,0.818182,1855.71,1469.5,386.21,0,1,0.583333,0.666667,0,0,27,4500,3023.498427,523.893953,0,12
2077.343786,1,479.94,195,284.94,344.256221,0.75,0.25,0.666667,0.166667,4,13,2500,619.598735,576.194268,0,12
468.294595,1,4164.14,3215.54,948.6,0,1,1,1,0,0,53,4000,3958.926162,203.066713,1,12
18.776309,0.5,59,59,0,0,0.166667,0.166667,0,0,0,1,1200,127.623057,55.553231,0,6
3789.302616,1,49.98,0,49.98,0,0.166667,0,0.166667,0,0,3,8500,1046.938327,1131.579706,0,12
202.681879,1,312.5,312.5,0,170.577213,0.166667,0.166667,0,0.166667,2,3,500,188.382752,208.991873,0,12
847.349752,1,295.83,0,295.83,988.908614,1,0,0.888889,0.222222,3,9,1000,70.777666,3831.115551,0.142857,9
1710.971649,1,2042.5,1000,1042.5,0,0.833333,0.083333,0.833333,0,0,12,9500,1952.923432,387.281405,0,12
4618.091584,1,541.68,541.68,0,3580.753362,0.166667,0.166667,0,0.166667,2,2,8500,0,,0,12
3143.928913,1,3055.87,3055.87,0,0,0.75,0.75,0,0,0,26,4500,2198.293667,784.387878,0,12
683.849179,1,7387.83,3894.51,3493.32,0,1,0.5,0.916667,0,0,50,8000,6873.576182,229.157755,0.75,12
591.103032,1,626.69,626.69,0,0,0.166667,0.166667,0,0,0,2,2500,786.571498,311.637186,0,12
1373.252757,1,0,0,0,79.435812,0,0,0,0.166667,3,0,1500,303.776791,466.08332,0,12
5049.442457,1,0,0,0,3631.844028,0,0,0,0.333333,5,0,8500,8574.541634,1473.841361,0,12
1176.088299,1,0,0,0,1106.360593,0,0,0,0.166667,4,0,1200,27.832777,7751.321328,0,12
2092.156291,1,1372.81,1372.81,0,0,0.416667,0.416667,0,0,0,16,2250,1073.317848,1140.180264,0,12
1135.540743,1,1148.47,1132.59,15.88,0,0.416667,0.416667,0.083333,0,0,27,1450,1089.187544,275.097439,0,12
549.915249,1,1556.66,912.7,643.96,0,1,1,1,0,0,41,11000,2285.324243,178.691151,0,12
743.52828,1,158.95,158.95,0,0,0.375,0.375,0,0,0,3,800,250.349363,185.179066,0,8
1458.775165,1,0,0,0,1759.295218,0,0,0,0.333333,10,0,3500,856.740386,379.255051,0,12
10.160744,0.636364,82.04,0,82.04,0,0.5,0,0.5,0,0,6,2000,139.914571,153.668941,0,12
21.739563,0.727273,255.6,0,255.6,0,0.666667,0,0.666667,0,0,8,1500,400.463395,137.193939,0.75,12
10599.4423,1,4029.24,2926.43,1102.81,0,1,1,1,0,0,102,12500,2343.311066,2351.640064,0,12
467.220993,1,1110.17,640.17,470,814.088229,0.416667,0.083333,0.333333,0.25,3,6,4000,2514.118359,185.120378,0.25,12
223.281483,1,4151.48,3113.59,1037.89,0,1,0.916667,1,0,0,92,3000,3450.614791,171.300306,0.9,12
1125.539048,1,645.96,59.9,586.06,1214.196152,1,0.166667,0.916667,0.166667,2,35,1500,693.631165,384.147394,0.1,12
1343.200147,1,848.53,0,848.53,0,0.666667,0,0.666667,0,0,14,5500,817.669027,333.092064,0,12
2271.7875,1,0,0,0,2866.563908,0,0,0,0.25,5,0,8000,327.593428,365.820843,0,8
1364.897308,1,0,0,0,1129.837811,0,0,0,0.166667,6,0,1500,365.272698,353.215704,0,12
2270.22733,1,0,0,0,159.189426,0,0,0,0.083333,1,0,2400,495.667079,974.797056,0,12
2872.798614,1,27.16,0,27.16,2692.777044,0.083333,0,0.083333,0.416667,15,1,5000,507.240956,1102.034141,0,12
0,0,300,0,300,0,0.083333,0,0.083333,0,0,1,4000,5228.819138,81.403177,0,12
10131.00055,1,0,0,0,3330.326162,0,0,0,0.166667,5,0,14500,4056.944212,2592.311811,0,12
115.310676,0.909091,1316.06,1111.4,204.66,0,0.818182,0.727273,0.090909,0,0,14,500,1198.557935,138.869649,1,11
866.363389,1,4127.83,0,4127.83,0,0.75,0,0.75,0,0,15,7500,4774.49325,4419.482273,0.166667,12
1958.327414,1,0,0,0,39.461591,0,0,0,0.083333,1,0,2100,404.070285,999.050377,0,12
3.690944,0.25,167.68,0,167.68,0,1,0,0.875,0,0,8,1500,614.893679,27.782057,0.166667,8
42.585012,1,534.26,256,278.26,2395.944665,0.333333,0.25,0.083333,0.083333,3,6,7000,3391.718043,65.67327,0.666667,12
9993.352521,1,0,0,0,3299.665576,0,0,0,0.5,10,0,14500,2580.47736,2902.819273,0,12
4270.148411,0.888889,363,363,0,5307.322893,0.111111,0.111111,0,0.555556,11,2,5500,1250.695005,2070.907379,0,9
4102.599015,1,1483.12,1085.19,397.93,1992.715742,0.833333,0.25,0.583333,0.166667,3,30,5000,1357.36111,1919.690041,0,12
2.957267,0.272727,202.72,0,202.72,0,0.833333,0,0.833333,0,0,10,4500,31.596193,53.011601,0,12
606.323282,1,299.9,299.9,0,0,0.25,0.25,0,0,0,3,4200,502.64224,204.447891,0,12
4.326857,0.545455,100.12,0,100.12,0,0.75,0,0.666667,0,0,9,4000,123.485948,61.021667,0.3,12
1459.534846,1,0,0,0,1275.554446,0,0,0,0.25,6,0,5500,827.318305,334.942449,0,12
37.550351,1,633.24,0,633.24,0,1,0,1,0,0,12,4000,588.246987,197.915029,0.416667,12
6.824905,0.090909,0,0,0,1150.890874,0,0,0,0.083333,1,0,1200,0,,0,12
3737.175713,1,0,0,0,3017.170336,0,0,0,0.166667,4,0,4500,0,,0,12
1906.67771,1,486.27,580.2,0,0,0.416667,0.25,0,0,0,14,2000,712.776539,1440.494944,0,12
2015.554911,1,1446.48,493.88,952.6,0,0.666667,0.25,0.666667,0,0,27,13000,4537.716739,563.63857,0,12
454.580913,1,1229.57,1229.57,0,0,0.416667,0.416667,0,0,0,16,2700,1125.497981,192.979922,0,12
18.606861,0.636364,302.5,0,302.5,0,0.75,0,0.666667,0,0,17,3000,705.81092,112.041868,0.333333,12
7069.950386,1,1603.78,1445.14,158.64,5626.004046,1,0.833333,1,0.75,23,23,11000,4589.873897,1876.262988,0,12
1297.153644,1,839.14,419.88,419.26,0,0.833333,0.333333,0.666667,0,0,16,6000,362.337779,295.29696,0,12
3350.186138,1,0,0,0,2887.013513,0,0,0,0.5,10,0,4500,1161.817205,902.109479,0,12
677.466332,1,283.3,0,283.3,668.675103,1,0,0.9,0.1,4,10,1000,0,,0,10
868.98325,0.818182,1104.65,1104.65,0,1180.074937,0.416667,0.416667,0,0.166667,2,8,1800,1962.562543,579.554418,0,12
2619.752921,1,3563.07,2675.63,887.44,0,0.916667,0.666667,0.666667,0,0,69,4500,1227.952887,688.645056,0,12
5656.069801,1,362.36,362.36,0,7240.433194,0.25,0.25,0,1.25,12,2,8000,683.421497,2036.877611,0,8
1072.257388,1,0,0,0,39.265903,0,0,0,0.083333,1,0,1200,286.46296,263.950897,0,12
157.66813,0.857143,1263.51,87,1176.51,0,0.714286,0.142857,0.428571,0,0,8,10000,1458.713508,101.798289,1,7
2743.766025,1,150,150,0,1562.979881,0.083333,0.083333,0,0.416667,9,1,3500,623.036521,585.518894,0,12
230.161419,0.888889,750.05,160.05,590,0,0.666667,0.111111,0.555556,0,0,7,14000,1207.021598,116.531467,0,9
272.7004,1,3298.55,2520.55,778,0,0.833333,0.833333,0.166667,0,0,33,16000,3629.836534,194.460262,0.75,12
1522.831212,1,0,0,0,1883.483223,0,0,0,0.5,7,0,5000,1110.576652,364.832651,0,10
372.924756,0.909091,462.7,162.7,300,0,0.5,0.083333,0.416667,0,0,7,1800,1193.383862,114.183944,0.181818,12
4896.223044,1,0,0,0,396.233514,0,0,0,0.25,3,0,5000,1288.704377,1828.723569,0,12
190.570683,1,620.64,219,401.64,0,1,0.083333,1,0,0,13,2500,412.129864,163.204795,0.166667,12
2875.669063,1,0,0,0,740.863461,0,0,0,0.25,8,0,3000,729.064946,1821.339762,0,12
4976.028578,1,900.87,0,900.87,0,1,0,1,0,0,162,5500,92.865469,50260.75947,0,12
2007.080218,1,75,0,75,1270.19897,0.25,0,0.166667,0.166667,4,3,2500,453.694102,498.284122,0,12
12.472571,0.727273,87.67,87.67,0,0,0.083333,0.083333,0,0,0,5,2000,123.304221,86.6785,0,12
595.677343,1,5078.14,4330.53,747.61,1424.442602,0.916667,0.666667,0.75,0.083333,1,42,15000,4756.654374,241.894073,0.916667,12
1394.926414,1,0,0,0,4091.737498,0,0,0,0.25,5,0,5000,488.155542,299.651665,0,12
77.653879,1,473.62,340.48,133.14,1260.284262,0.5,0.25,0.166667,0.083333,1,6,1800,1572.10707,121.46035,0.083333,12
601.92037,1,983.77,603.77,380,0,0.666667,0.416667,0.25,0,0,15,2400,389.411161,219.465695,0,12
5380.796813,1,1710.24,817.32,892.92,2292.800636,1,0.416667,1,0.25,6,43,6000,1572.990843,3215.771919,0,12
5.856011,0.909091,827.4,0,827.4,0,1,0,1,0,0,12,6600,755.916603,34.528026,0.083333,12
3536.601227,1,2132.93,959.1,1173.83,5340.016172,1,0.333333,1,0.75,20,74,11000,8251.146946,834.025674,0,12
126.289657,0.909091,366.68,0,366.68,175.284005,0.333333,0,0.333333,0.166667,2,4,3000,679.431948,126.692506,0.181818,12
525.918697,0.909091,522.2,0,522.2,1748.234165,1,0,1,0.583333,10,18,2500,2609.937964,155.337674,0.181818,12
1589.141901,1,0,0,0,1387.07837,0,0,0,0.25,10,0,3000,454.856663,557.016549,0,12
39.552396,1,180,0,180,0,1,0,0.833333,0,0,6,1000,138.20324,86.564172,1,6
5266.121863,1,9030.08,6345.65,2684.43,0,0.916667,0.25,0.833333,0,0,28,6000,7973.983573,6567.292367,0.083333,12
4476.972577,1,360.95,231,129.95,840.962414,0.454545,0.181818,0.272727,0.363636,11,9,7500,2230.331576,1484.636709,0,11
286.814503,1,2016.14,1602.14,414,0,0.666667,0.416667,0.333333,0,0,14,1200,1525.089652,191.602655,0,12
53.918649,1,293.4,0,293.4,0,1,0,0.916667,0,0,12,1000,214.720832,170.993091,0.090909,12
1140.673705,1,438.83,0,438.83,631.332476,1,0,1,0.166667,2,18,1800,807.664131,428.424098,0,12
347.577293,0.857143,26.8,26.8,0,470.846474,0.142857,0.142857,0,0.428571,11,1,500,28.654864,256.522546,0,7
2454.610005,1,1635.69,0,1635.69,486.813976,1,0,1,0.083333,1,33,3000,1442.488419,1113.097672,0,12
2516.753364,1,606.62,598.95,7.67,0,0.833333,0.833333,0.083333,0,0,14,2750,1043.617154,1342.522124,0,12
148.511058,0.363636,562.24,349,213.24,0,0.333333,0.083333,0.25,0,0,5,9000,18.208604,74.16386,0,12
6909.058266,1,473.51,70,403.51,1031.583943,0.583333,0.083333,0.5,0.166667,4,11,7500,1593.897063,3196.171515,0,12
2134.176153,1,4253.64,2666.32,1587.32,0,1,1,0.833333,0,0,69,7000,7486.403423,574.771719,0,12
344.543487,1,2219.53,1432.86,786.67,0,1,0.916667,1,0,0,43,5700,2073.117846,183.251598,0.333333,12
1556.376158,1,0,0,0,655.037683,0,0,0,0.583333,16,0,1700,1076.722225,1206.741644,0,12
631.959341,1,0,0,0,19.388248,0,0,0,0.083333,1,0,700,161.443162,328.060694,0,12
2473.175598,1,0,0,0,1462.361808,0,0,0,0.416667,9,0,3000,703.75604,582.501738,0,12
129.314624,1,94.5,0,94.5,0,0.583333,0,0.583333,0,0,7,1500,132.94586,849.067783,0,12
189.687964,1,66.14,66.14,0,0,0.083333,0.083333,0,0,0,2,6000,0,,0,12
538.995587,1,0,0,0,2156.577132,0,0,0,0.166667,2,0,1200,3303.660591,303.152869,0.111111,12
4530.639094,1,0,0,0,3162.719581,0,0,0,0.25,5,0,8000,995.539176,1032.384353,0,12
1167.863521,1,94.7,94.7,0,187.817003,0.166667,0.166667,0,0.416667,5,2,1200,350.850434,284.605261,0,12
1727.516892,1,624.46,624.46,0,0,0.333333,0.333333,0,0,0,9,1800,925.227009,865.078504,0,12
1552.772103,1,34.74,34.74,0,185.374726,0.1,0.1,0,0.2,3,1,3000,3125.652785,405.748783,0,10
93.964086,1,815.34,149.04,666.3,0,0.916667,0.25,0.75,0,0,14,2500,361.786239,125.693866,0.3,12
7638.382236,1,0,0,0,1405.776254,0,0,0,0.083333,4,0,15500,2284.390267,1970.352152,0,12
9.962695,0.545455,99.19,0,99.19,0,0.5,0,0.5,0,0,7,4000,209.014647,147.337498,0.166667,12
58.603273,0.181818,2080.51,2080.51,0,0,0.166667,0.166667,0,0,0,7,2500,1965.056445,14.242628,0,12
8363.401152,1,1076.01,1076.01,0,3134.26615,0.25,0.25,0,0.666667,29,7,9500,1828.936956,2608.291402,0,12
12.597034,0.181818,99,99,0,0,0.083333,0.083333,0,0,0,1,1500,96.255421,13.60646,0,12
13.084067,0.090909,350,350,0,0,0.083333,0.083333,0,0,0,1,1000,3929.643369,,0,12
437.789873,1,1532.1,223,1309.1,0,0.75,0.166667,0.666667,0,0,14,5000,1834.368953,212.770698,0,12
19.491307,0.363636,0,0,0,1161.514855,0,0,0,0.083333,3,0,1200,3338.597271,9.550733,0.5,12
1281.936062,1,43,43,0,0,0.083333,0.083333,0,0,0,1,1500,298.266234,287.394907,0,12
1076.586375,1,2204.54,877.89,1326.65,0,1,0.166667,1,0,0,50,1000,2514.502136,2301.241067,0,12
2852.354665,1,424.84,424.84,0,0,0.416667,0.416667,0,0,0,6,3000,725.815797,833.636185,0,12
7679.62904,1,4059.93,0,4059.93,555.469352,0.583333,0,0.5,0.166667,7,14,7000,3685.61062,12854.9397,0,12
58.557694,0.875,319.34,319.34,0,273.998025,0.125,0.125,0,0.125,1,1,1200,353.924067,90.382954,0,8
133.797452,0.636364,2460,0,2460,0,0.583333,0,0.5,0,0,24,2500,3601.545344,131.732911,1,12
641.317325,1,1099.56,0,1099.56,0,1,0,1,0,0,49,4000,326.68893,193.76002,0,12
2572.508325,1,64,64,0,248.690762,0.083333,0.083333,0,0.083333,2,1,2800,373.433094,3945.38539,0,12
33.384649,0.909091,109.32,69.32,40,0,0.5,0.166667,0.25,0,0,6,1200,163.060103,215.422442,0,12
626.342256,1,956.64,360,596.64,0,0.454545,0.090909,0.363636,0,0,8,7500,2125.953394,222.366993,0,11
1338.317684,0.909091,0,0,0,1961.77281,0,0,0,0.083333,1,0,2000,2313.97005,398.031823,0.111111,12
467.244925,1,4001.7,1769.36,2232.34,0,1,0.583333,1,0,0,109,16000,2259.241805,183.138427,0.181818,12
9559.783145,1,709,709,0,771.711794,0.3,0.3,0,0.3,3,3,10500,2447.227264,2042.09446,0,10
163.001629,0.666667,0,0,0,274.440466,0,0,0,0.166667,3,0,1000,117.738787,60.79245,0,6
1381.27484,1,71.8,71.8,0,0,0.083333,0.083333,0,0,0,1,3500,304.742004,415.236204,0,12
1986.558317,1,0,0,0,872.861808,0,0,0,0.166667,4,0,6500,653.211583,587.112789,0,12
279.501554,1,1365.5,336,1029.5,0,1,0.083333,1,0,0,37,5000,1340.02971,175.055337,0,12
22.720976,0.545455,853.75,123.5,730.25,0,0.583333,0.166667,0.333333,0,0,8,6000,594.205112,45.492655,0,12
232.638142,1,3161.02,2012.38,1148.64,0,1,0.583333,1,0,0,22,7000,2608.402427,156.424862,0.4,12
673.014589,0.833333,638,638,0,2421.366568,0.833333,0.833333,0,0.666667,15,10,8000,789.728968,185.543824,0,6
1603.991792,1,0,0,0,73.24187,0,0,0,0.166667,2,0,1700,437.134508,673.208585,0,12
1434.836893,1,413.16,413.16,0,3005.365682,0.416667,0.416667,0,0.166667,6,10,3500,3716.5426,330.705914,0.083333,12
150.351174,1,1039.92,0,1039.92,0,1,0,1,0,0,12,1000,984.158369,168.596244,0.2,12
825.977042,1,0,0,0,904.460261,0,0,0,0.166667,4,0,2500,522.917982,170.397605,0,12
4646.574386,1,773.22,760.16,13.06,0,0.833333,0.833333,0.083333,0,0,16,4900,1379.043262,2171.800125,0,12
3822.559709,1,1000,1000,0,0,0.083333,0.083333,0,0,0,1,5000,1160.567938,1336.764756,0,12
2347.486095,1,0,0,0,1957.749127,0,0,0,0.428571,9,0,2950,3781.991205,3743.011386,0,7
551.580225,1,2955.91,952.51,2003.4,0,1,1,0.833333,0,0,62,8000,2456.581737,209.435975,0.25,12
212.306148,0.181818,0.7,0.7,0,1922.5936,0.083333,0.083333,0,0.166667,3,1,3500,0,,0,12
4263.008734,1,3522.57,1482,2040.57,2485.845274,1,0.333333,1,0.25,6,25,6000,1165.621928,1520.54755,0,12
452.907592,0.444444,0,0,0,1584.255192,0,0,0,0.444444,6,0,2500,230.076354,179.155785,0,9
1994.005447,1,0,0,0,1512.2157,0,0,0,0.083333,6,0,6000,689.917064,577.743307,0,12
16.270638,0.3,1131.46,1131.46,0,0,0.2,0.2,0,0,0,3,3000,932.976337,69.561118,0,10
42.653615,1,93.24,0,93.24,0,0.5,0,0.5,0,0,6,5000,156.57819,95.992733,0,12
2372.842569,1,218,218,0,0,0.333333,0.333333,0,0,0,4,6500,529.808323,526.403412,0,12
820.163313,1,680.14,0,680.14,0,0.75,0,0.666667,0,0,18,1200,1178.247173,219.875876,0,12
28.934197,0.909091,258.74,258.74,0,0,0.666667,0.666667,0,0,0,16,12000,502.486404,105.034384,1,12
113.723132,0.727273,740.82,574.44,166.38,188.360044,0.25,0.166667,0.083333,0.083333,2,3,5500,1335.466998,99.981807,0.333333,12
1188.651458,1,822.96,156,666.96,0,0.5,0.166667,0.416667,0,0,18,1200,801.255647,686.634722,0,12
4506.159773,1,1948.25,546.35,1401.9,1870.142289,1,0.25,1,0.083333,2,27,11500,2398.862474,1166.102556,0,12
7005.310696,1,0,0,0,4273.427073,0,0,0,0.333333,11,0,10500,1623.620841,1571.575974,0,12
7.696813,0.090909,111.3,111.3,0,101.656544,0.083333,0.083333,0,0.083333,1,2,1200,0,,0,12
130.545845,1,1738.48,631,1107.48,0,1,0.083333,1,0,0,33,2000,1928.666446,167.893173,0.75,12
1785.90226,1,0,0,0,129.421992,0,0,0,0.166667,4,0,1800,287.777315,9294.994141,0,12
218.280031,1,939.14,939.14,0,0,0.727273,0.727273,0,0,0,8,5000,969.130835,168.33379,0,11
10.954457,0.125,0,0,0,389.594394,0,0,0,0.125,2,0,3000,0,,0,8
731.222335,1,0,0,0,2828.975383,0,0,0,0.416667,8,0,1500,3208.182454,236.90696,0.090909,12
320.35306,1,2542.61,696.08,1846.53,0,1,0.583333,1,0,0,27,7500,3158.530331,192.272514,0.5,12
1647.932117,1,0,0,0,93.690441,0,0,0,0.333333,4,0,1800,390.2023,717.310059,0,12
1204.873791,1,0,0,0,58.18308,0,0,0,0.166667,2,0,1500,1658.132051,390.628809,0.083333,12
2861.242925,0.909091,0,0,0,725.809616,0,0,0,0.083333,1,0,4500,5134.288965,699.504112,0.090909,12
38.475299,0.818182,61.8,0,61.8,0,0.333333,0,0.333333,0,0,4,1000,165.771479,137.482544,0,12
3646.30636,1,594.88,133.9,460.98,3281.891728,0.416667,0.166667,0.333333,0.5,15,9,9000,732.79341,1135.596349,0,12
123.456942,1,1378.92,0,1378.92,0,1,0,1,0,0,12,2500,1313.596455,181.026879,1,12
5745.78949,1,0,0,0,965.726556,0,0,0,0.333333,6,0,13500,1684.800793,1779.683281,0,12
295.680572,1,0,0,0,497.548257,0,0,0,0.166667,2,0,2200,1676.131231,176.822347,0,12
4028.714266,1,3585.75,3488.42,97.33,478.678942,0.333333,0.333333,0.083333,0.083333,1,17,6500,6869.557475,976.009981,0.1,12
5611.762916,1,4395.2,810.2,3585,1270.995476,0.75,0.416667,0.416667,0.25,4,22,10000,2697.38636,1264.58408,0,12
75.936035,0.545455,856.44,856.44,0,0,0.272727,0.272727,0,0,0,3,2300,426.894188,69.065604,0,11
6877.284986,1,687.97,542.97,145,3406.90934,0.416667,0.083333,0.25,0.666667,12,11,7500,2358.946309,1898.480847,0,12
20.12252,0.666667,212.82,0,212.82,0,0.666667,0,0.5,0,0,5,2500,193.710394,85.787699,1,6
5082.971064,1,1893.89,1543.89,350,970.708796,1,1,0.416667,0.083333,1,27,9500,1607.021526,1480.26633,0,12
845.930093,1,2384.15,1206.43,1177.72,1950.164327,1,0.916667,0.833333,0.083333,2,62,2500,4029.993964,232.49717,0.272727,12
4217.472407,1,7311.99,7311.99,0,0,0.5,0.5,0,0,0,11,6700,2773.245445,1960.522407,0,12
538.468542,1,0,0,0,1766.880842,0,0,0,0.25,8,0,8000,6313.310688,357.783692,0.1,12
111.902733,1,1554.86,1499.12,55.74,0,0.833333,0.833333,0.083333,0,0,25,4000,1411.67445,128.359788,0.272727,12
167.505508,0.818182,1219,843,376,0,0.75,0.75,0.416667,0,0,21,4500,1989.674433,161.279514,0.666667,12
385.462843,0.9,427.1,50,377.1,809.585272,0.9,0.1,0.8,0.5,6,25,1000,343.125132,334.254826,0,10
931.866057,1,0,0,0,652.119509,0,0,0,0.25,3,0,3700,250.72198,252.620346,0,12
2416.771489,1,4201.13,3802.21,398.92,3306.574157,1,0.75,1,0.166667,11,82,5500,6091.906636,830.39506,0.2,12
121.671833,0.818182,540,540,0,0,0.583333,0.583333,0,0,0,9,1800,238.201855,231.170968,0.285714,12
3857.56223,1,0,0,0,2127.213754,0,0,0,1.142857,26,0,5000,617.508991,538.396872,0,7
1.707488,0.181818,32.04,0,32.04,0,0.166667,0,0.083333,0,0,2,2500,118.932111,150.600846,1,12
408.656365,1,941.64,0,941.64,0,1,0,1,0,0,12,2500,1097.78942,176.610605,0.083333,12
45.747578,0.363636,0,0,0,201.529984,0,0,0,0.083333,2,0,1200,491.502618,106.285,0.333333,12
4548.940782,1,2095.49,1349.33,746.16,826.710558,1,0.833333,1,0.166667,3,72,6500,1427.071161,1036.041514,0,12
169.820745,1,1578.12,135,1443.12,0,1,0.285714,0.857143,0,0,9,1000,1225.623209,102.687073,0.166667,7
16.690388,0.375,123.5,0,123.5,0,0.375,0,0.25,0,0,5,1500,191.654044,113.910529,0,8
377.723728,1,4587.21,4558.29,28.92,0,1,1,0.083333,0,0,37,4500,4169.408064,185.710281,1,12
15.577506,1,143.76,0,143.76,0,1,0,0.916667,0,0,12,1000,124.753548,146.043815,0.3,12
3676.070324,1,2255.1,1216.81,1038.29,106.449005,1,0.666667,1,0.083333,1,27,3500,2055.087209,3606.228152,0,12
993.533549,1,851.68,0,851.68,1515.648089,0.833333,0,0.75,0.083333,4,12,1500,1660.242557,512.342306,0,12
158.641614,0.7,779.35,779.35,0,0,0.4,0.4,0,0,0,7,1200,812.070417,130.978236,0,10
237.393795,1,1294.97,0,1294.97,307.201386,1,0,0.916667,0.25,3,16,2500,1098.051237,166.187653,0.166667,12
1950.956894,0.833333,0,0,0,2844.307484,0,0,0,0.166667,2,0,3000,300.71395,405.461471,0,6
1434.097191,1,0,0,0,1866.841949,0,0,0,0.083333,2,0,2400,2361.929133,390.202217,0,12
3821.413393,1,197,80.5,116.5,3926.684678,0.833333,0.083333,0.75,0.333333,11,11,7000,700.151706,1540.518189,0,12
72.188087,1,117.9,117.9,0,0,0.083333,0.083333,0,0,0,2,3400,14.500688,113.963653,0,12
1282.087245,1,0,0,0,200.865502,0,0,0,0.181818,2,0,1500,246.329361,575.063465,0,11
1200.937942,0.833333,0,0,0,1981.157622,0,0,0,0.5,4,0,2000,152.106361,200.106261,0,6
80.00717,1,1548.37,28.58,1519.79,0,0.916667,0.083333,0.75,0,0,21,9500,1105.365158,149.982961,0.7,12
7.106669,0.333333,27.98,27.98,0,0,0.111111,0.111111,0,0,0,1,2500,57.785065,154.349034,0,9
100.427621,1,793.28,0,793.28,0,1,0,0.875,0,0,8,1000,679.031744,117.258435,1,8
507.076999,0.857143,0,0,0,1391.140391,0,0,0,0.142857,2,0,1500,2104.053736,257.650259,0.25,7
2589.824766,1,0,0,0,4354.657224,0,0,0,0.333333,19,0,3000,3410.296105,992.707868,0.083333,12
275.240429,0.909091,0,0,0,610.08928,0,0,0,0.25,5,0,700,1186.237636,189.618452,0.090909,12
1046.273731,1,420.89,45.65,375.24,0,1,0.083333,1,0,0,13,1000,616.193938,8289.636536,0,12
2551.808695,1,179.9,179.9,0,196.095144,0.25,0.25,0,0.166667,3,7,3000,586.174437,924.177666,0,12
726.323657,0.857143,231.35,0,231.35,929.852206,0.714286,0,0.571429,0.142857,1,7,1000,248.997065,816.92918,0,7
0,0,269.28,0,269.28,0,0.75,0,0.75,0,0,9,1500,208.949793,,0,12
332.888212,1,419.56,74,345.56,0,1,0.25,0.916667,0,0,26,3000,473.166128,193.267629,0,12
205.127197,0.571429,1222.98,1222.98,0,0,0.428571,0.428571,0,0,0,5,3000,1144.83486,121.334941,0,7
313.87913,1,2746.84,2170,576.84,0,1,0.916667,0.916667,0,0,59,2500,2562.579256,193.157628,0.25,12
1061.439175,1,0,0,0,137.757459,0,0,0,0.083333,1,0,1200,446.265741,238.961902,0,12
1060.385693,1,5327.61,5327.61,0,3467.977927,0.833333,0.833333,0,0.583333,12,53,6000,8412.649548,247.085679,0.9,12
495.069704,1,2610.3,902.6,1707.7,0,1,0.416667,1,0,0,34,8500,2217.869091,219.629629,0.25,12
6.420394,0.363636,136.72,0,136.72,0,0.333333,0,0.333333,0,0,4,2500,361.012758,169.705471,0.8,12
63.047104,1,766.56,175,591.56,0,0.833333,0.083333,0.666667,0,0,11,2900,777.890206,153.058328,0.8,12
482.028341,1,106.47,0,106.47,0,0.5,0,0.5,0,0,9,2500,184.166639,179.412181,0,12
910.821412,1,3726.65,2536.89,1189.76,0,1,0.916667,1,0,0,74,3000,5125.340024,238.125482,0,12
2892.138807,1,0,0,0,129.381701,0,0,0,0.333333,5,0,3000,666.956678,1066.060177,0,12
286.264356,0.857143,27.51,27.51,0,871.199257,0.142857,0.142857,0,0.428571,3,1,500,733.901545,122.83519,0.25,7
1510.111755,1,1895.25,541.57,1353.68,0,1,0.166667,0.75,0,0,23,9000,1711.89518,313.131912,0,12
509.900317,0.363636,21,0,21,0,0.083333,0,0.083333,0,0,1,11500,23150.57184,1863.225391,0.333333,12
193.565763,1,1821.52,0,1821.52,0,1,0,1,0,0,29,3000,1543.210017,183.380543,0.5,12
882.715792,1,120,0,120,322.935862,1,0,1,0.25,4,12,1000,307.584827,249.005928,0,12
3626.196814,1,475.36,0,475.36,1634.030482,0.833333,0,0.833333,0.416667,6,13,8500,1927.992694,1014.159287,0,12
